"No.","Time","Source","Destination","Protocol","Length","Info"
"5617","85.810917","1.5.1","host","USB","35","URB_INTERRUPT in"
"5618","85.810954","host","1.5.1","USB","27","URB_INTERRUPT in"
"5619","85.962930","1.5.1","host","USB","35","URB_INTERRUPT in"
"5620","85.962972","host","1.5.1","USB","27","URB_INTERRUPT in"
"5621","86.258938","1.5.1","host","USB","35","URB_INTERRUPT in"
"5622","86.258999","host","1.5.1","USB","27","URB_INTERRUPT in"
"5623","86.346865","1.5.1","host","USB","35","URB_INTERRUPT in"
"5624","86.346909","host","1.5.1","USB","27","URB_INTERRUPT in"
"5625","86.410877","1.5.1","host","USB","35","URB_INTERRUPT in"
"5626","86.410920","host","1.5.1","USB","27","URB_INTERRUPT in"
"5627","86.466932","1.5.1","host","USB","35","URB_INTERRUPT in"
"5628","86.466973","host","1.5.1","USB","27","URB_INTERRUPT in"
"5629","86.586933","1.5.1","host","USB","35","URB_INTERRUPT in"
"5630","86.586974","host","1.5.1","USB","27","URB_INTERRUPT in"
"5631","86.754935","1.5.1","host","USB","35","URB_INTERRUPT in"
"5632","86.754974","host","1.5.1","USB","27","URB_INTERRUPT in"
"5633","86.874837","1.5.1","host","USB","35","URB_INTERRUPT in"
"5634","86.874877","host","1.5.1","USB","27","URB_INTERRUPT in"
"5635","86.898904","1.5.1","host","USB","35","URB_INTERRUPT in"
"5636","86.898963","host","1.5.1","USB","27","URB_INTERRUPT in"
"5637","87.018990","1.5.1","host","USB","35","URB_INTERRUPT in"
"5638","87.019063","host","1.5.1","USB","27","URB_INTERRUPT in"
"5639","87.098941","1.5.1","host","USB","35","URB_INTERRUPT in"
"5640","87.098981","host","1.5.1","USB","27","URB_INTERRUPT in"
"5641","87.194940","1.5.1","host","USB","35","URB_INTERRUPT in"
"5642","87.194982","host","1.5.1","USB","27","URB_INTERRUPT in"
"5643","87.218882","1.5.1","host","USB","35","URB_INTERRUPT in"
"5644","87.218955","host","1.5.1","USB","27","URB_INTERRUPT in"
"5645","87.258935","1.5.1","host","USB","35","URB_INTERRUPT in"
"5646","87.258977","host","1.5.1","USB","27","URB_INTERRUPT in"
"5647","87.386932","1.5.1","host","USB","35","URB_INTERRUPT in"
"5648","87.386974","host","1.5.1","USB","27","URB_INTERRUPT in"
"5649","87.506869","1.5.1","host","USB","35","URB_INTERRUPT in"
"5650","87.506912","host","1.5.1","USB","27","URB_INTERRUPT in"
"5651","88.266936","1.5.1","host","USB","35","URB_INTERRUPT in"
"5652","88.266979","host","1.5.1","USB","27","URB_INTERRUPT in"
"5653","88.362938","1.5.1","host","USB","35","URB_INTERRUPT in"
"5654","88.362979","host","1.5.1","USB","27","URB_INTERRUPT in"
"5655","88.442937","1.5.1","host","USB","35","URB_INTERRUPT in"
"5656","88.442977","host","1.5.1","USB","27","URB_INTERRUPT in"
"5657","88.554879","1.5.1","host","USB","35","URB_INTERRUPT in"
"5658","88.554924","host","1.5.1","USB","27","URB_INTERRUPT in"
"5659","88.914935","1.5.1","host","USB","35","URB_INTERRUPT in"
"5660","88.914976","host","1.5.1","USB","27","URB_INTERRUPT in"
"5661","89.026937","1.5.1","host","USB","35","URB_INTERRUPT in"
"5662","89.026979","host","1.5.1","USB","27","URB_INTERRUPT in"
"5663","89.042898","1.5.1","host","USB","35","URB_INTERRUPT in"
"5664","89.042933","host","1.5.1","USB","27","URB_INTERRUPT in"
"5665","89.114867","1.5.1","host","USB","35","URB_INTERRUPT in"
"5666","89.114912","host","1.5.1","USB","27","URB_INTERRUPT in"
"5667","89.210941","1.5.1","host","USB","35","URB_INTERRUPT in"
"5668","89.211026","host","1.5.1","USB","27","URB_INTERRUPT in"
"5669","89.290931","1.5.1","host","USB","35","URB_INTERRUPT in"
"5670","89.290974","host","1.5.1","USB","27","URB_INTERRUPT in"
"5671","89.331045","1.5.1","host","USB","35","URB_INTERRUPT in"
"5672","89.331353","host","1.5.1","USB","27","URB_INTERRUPT in"
"5673","89.434941","1.5.1","host","USB","35","URB_INTERRUPT in"
"5674","89.434984","host","1.5.1","USB","27","URB_INTERRUPT in"
"5675","89.458937","1.5.1","host","USB","35","URB_INTERRUPT in"
"5676","89.458978","host","1.5.1","USB","27","URB_INTERRUPT in"
"5677","89.554937","1.5.1","host","USB","35","URB_INTERRUPT in"
"5678","89.554981","host","1.5.1","USB","27","URB_INTERRUPT in"
"5679","89.754938","1.5.1","host","USB","35","URB_INTERRUPT in"
"5680","89.754980","host","1.5.1","USB","27","URB_INTERRUPT in"
"5681","89.842935","1.5.1","host","USB","35","URB_INTERRUPT in"
"5682","89.842975","host","1.5.1","USB","27","URB_INTERRUPT in"
"5683","89.987208","host","1.2.0","USB","36","SET INTERFACE Request"
"5684","89.988223","1.2.0","host","USB","28","SET INTERFACE Response"
"5685","90.954937","1.5.1","host","USB","35","URB_INTERRUPT in"
"5686","90.954977","host","1.5.1","USB","27","URB_INTERRUPT in"
"5687","91.266935","1.5.1","host","USB","35","URB_INTERRUPT in"
"5688","91.266976","host","1.5.1","USB","27","URB_INTERRUPT in"
"5689","91.474935","1.5.1","host","USB","35","URB_INTERRUPT in"
"5690","91.474975","host","1.5.1","USB","27","URB_INTERRUPT in"
"5691","91.578940","1.5.1","host","USB","35","URB_INTERRUPT in"
"5692","91.578981","host","1.5.1","USB","27","URB_INTERRUPT in"
"5693","91.658932","1.5.1","host","USB","35","URB_INTERRUPT in"
"5694","91.658973","host","1.5.1","USB","27","URB_INTERRUPT in"
"5695","91.722930","1.5.1","host","USB","35","URB_INTERRUPT in"
"5696","91.722971","host","1.5.1","USB","27","URB_INTERRUPT in"
"5697","91.746934","1.5.1","host","USB","35","URB_INTERRUPT in"
"5698","91.746969","host","1.5.1","USB","27","URB_INTERRUPT in"
"5699","91.802936","1.5.1","host","USB","35","URB_INTERRUPT in"
"5700","91.802977","host","1.5.1","USB","27","URB_INTERRUPT in"
"5701","91.882933","1.5.1","host","USB","35","URB_INTERRUPT in"
"5702","91.882974","host","1.5.1","USB","27","URB_INTERRUPT in"
"5703","91.922938","1.5.1","host","USB","35","URB_INTERRUPT in"
"5704","91.922978","host","1.5.1","USB","27","URB_INTERRUPT in"
"5705","92.042894","1.5.1","host","USB","35","URB_INTERRUPT in"
"5706","92.042960","host","1.5.1","USB","27","URB_INTERRUPT in"
"5707","92.162938","1.5.1","host","USB","35","URB_INTERRUPT in"
"5708","92.162977","host","1.5.1","USB","27","URB_INTERRUPT in"
"5709","92.242935","1.5.1","host","USB","35","URB_INTERRUPT in"
"5710","92.242975","host","1.5.1","USB","27","URB_INTERRUPT in"
"5711","92.330876","1.5.1","host","USB","35","URB_INTERRUPT in"
"5712","92.330916","host","1.5.1","USB","27","URB_INTERRUPT in"
"5713","92.434934","1.5.1","host","USB","35","URB_INTERRUPT in"
"5714","92.434976","host","1.5.1","USB","27","URB_INTERRUPT in"
"5715","92.514866","1.5.1","host","USB","35","URB_INTERRUPT in"
"5716","92.514907","host","1.5.1","USB","27","URB_INTERRUPT in"
"5717","92.538930","1.5.1","host","USB","35","URB_INTERRUPT in"
"5718","92.538972","host","1.5.1","USB","27","URB_INTERRUPT in"
"5719","92.562880","1.5.1","host","USB","35","URB_INTERRUPT in"
"5720","92.562949","host","1.5.1","USB","27","URB_INTERRUPT in"
"5721","92.634870","1.5.1","host","USB","35","URB_INTERRUPT in"
"5722","92.634954","host","1.5.1","USB","27","URB_INTERRUPT in"
"5723","92.762936","1.5.1","host","USB","35","URB_INTERRUPT in"
"5724","92.762977","host","1.5.1","USB","27","URB_INTERRUPT in"
"5725","92.834936","1.5.1","host","USB","35","URB_INTERRUPT in"
"5726","92.834976","host","1.5.1","USB","27","URB_INTERRUPT in"
"5727","92.866838","1.5.1","host","USB","35","URB_INTERRUPT in"
"5728","92.866880","host","1.5.1","USB","27","URB_INTERRUPT in"
"5729","92.922931","1.5.1","host","USB","35","URB_INTERRUPT in"
"5730","92.922971","host","1.5.1","USB","27","URB_INTERRUPT in"
"5731","93.010931","1.5.1","host","USB","35","URB_INTERRUPT in"
"5732","93.010971","host","1.5.1","USB","27","URB_INTERRUPT in"
"5733","93.098935","1.5.1","host","USB","35","URB_INTERRUPT in"
"5734","93.098977","host","1.5.1","USB","27","URB_INTERRUPT in"
"5735","93.154861","1.5.1","host","USB","35","URB_INTERRUPT in"
"5736","93.154900","host","1.5.1","USB","27","URB_INTERRUPT in"
"5737","93.218941","1.5.1","host","USB","35","URB_INTERRUPT in"
"5738","93.218981","host","1.5.1","USB","27","URB_INTERRUPT in"
"5739","93.306941","1.5.1","host","USB","35","URB_INTERRUPT in"
"5740","93.306982","host","1.5.1","USB","27","URB_INTERRUPT in"
"5741","93.322922","1.5.1","host","USB","35","URB_INTERRUPT in"
"5742","93.322998","host","1.5.1","USB","27","URB_INTERRUPT in"
"5743","93.386934","1.5.1","host","USB","35","URB_INTERRUPT in"
"5744","93.386977","host","1.5.1","USB","27","URB_INTERRUPT in"
"5745","93.442841","1.5.1","host","USB","35","URB_INTERRUPT in"
"5746","93.442891","host","1.5.1","USB","27","URB_INTERRUPT in"
"5747","93.530934","1.5.1","host","USB","35","URB_INTERRUPT in"
"5748","93.530976","host","1.5.1","USB","27","URB_INTERRUPT in"
"5749","93.746907","1.5.1","host","USB","35","URB_INTERRUPT in"
"5750","93.746988","host","1.5.1","USB","27","URB_INTERRUPT in"
"5751","93.842938","1.5.1","host","USB","35","URB_INTERRUPT in"
"5752","93.842979","host","1.5.1","USB","27","URB_INTERRUPT in"
"5753","93.954936","1.5.1","host","USB","35","URB_INTERRUPT in"
"5754","93.954977","host","1.5.1","USB","27","URB_INTERRUPT in"
"5755","94.066894","1.5.1","host","USB","35","URB_INTERRUPT in"
"5756","94.066935","host","1.5.1","USB","27","URB_INTERRUPT in"
"5757","94.114869","1.5.1","host","USB","35","URB_INTERRUPT in"
"5758","94.114922","host","1.5.1","USB","27","URB_INTERRUPT in"
"5759","94.146860","1.5.1","host","USB","35","URB_INTERRUPT in"
"5760","94.146940","host","1.5.1","USB","27","URB_INTERRUPT in"
"5761","94.282937","1.5.1","host","USB","35","URB_INTERRUPT in"
"5762","94.282978","host","1.5.1","USB","27","URB_INTERRUPT in"
"5763","94.306938","1.5.1","host","USB","35","URB_INTERRUPT in"
"5764","94.306970","host","1.5.1","USB","27","URB_INTERRUPT in"
"5765","94.410931","1.5.1","host","USB","35","URB_INTERRUPT in"
"5766","94.410975","host","1.5.1","USB","27","URB_INTERRUPT in"
"5767","94.482865","1.5.1","host","USB","35","URB_INTERRUPT in"
"5768","94.482908","host","1.5.1","USB","27","URB_INTERRUPT in"
"5769","94.538934","1.5.1","host","USB","35","URB_INTERRUPT in"
"5770","94.538975","host","1.5.1","USB","27","URB_INTERRUPT in"
"5771","94.650846","1.5.1","host","USB","35","URB_INTERRUPT in"
"5772","94.650941","host","1.5.1","USB","27","URB_INTERRUPT in"
"5773","95.538939","1.5.1","host","USB","35","URB_INTERRUPT in"
"5774","95.538979","host","1.5.1","USB","27","URB_INTERRUPT in"
"5775","95.642852","1.5.1","host","USB","35","URB_INTERRUPT in"
"5776","95.642925","host","1.5.1","USB","27","URB_INTERRUPT in"
"5777","95.666937","1.5.1","host","USB","35","URB_INTERRUPT in"
"5778","95.666978","host","1.5.1","USB","27","URB_INTERRUPT in"
"5779","95.794869","1.5.1","host","USB","35","URB_INTERRUPT in"
"5780","95.794911","host","1.5.1","USB","27","URB_INTERRUPT in"
"5781","96.186938","1.5.1","host","USB","35","URB_INTERRUPT in"
"5782","96.186981","host","1.5.1","USB","27","URB_INTERRUPT in"
"5783","96.314938","1.5.1","host","USB","35","URB_INTERRUPT in"
"5784","96.314979","host","1.5.1","USB","27","URB_INTERRUPT in"
"5785","96.394937","1.5.1","host","USB","35","URB_INTERRUPT in"
"5786","96.394977","host","1.5.1","USB","27","URB_INTERRUPT in"
"5787","96.482836","1.5.1","host","USB","35","URB_INTERRUPT in"
"5788","96.482897","host","1.5.1","USB","27","URB_INTERRUPT in"
"5789","96.530866","1.5.1","host","USB","35","URB_INTERRUPT in"
"5790","96.530911","host","1.5.1","USB","27","URB_INTERRUPT in"
"5791","96.650837","1.5.1","host","USB","35","URB_INTERRUPT in"
"5792","96.650914","host","1.5.1","USB","27","URB_INTERRUPT in"
"5793","96.818938","1.5.1","host","USB","35","URB_INTERRUPT in"
"5794","96.818978","host","1.5.1","USB","27","URB_INTERRUPT in"
"5795","97.194890","1.5.1","host","USB","35","URB_INTERRUPT in"
"5796","97.194930","host","1.5.1","USB","27","URB_INTERRUPT in"
"5797","97.282940","1.5.1","host","USB","35","URB_INTERRUPT in"
"5798","97.282982","host","1.5.1","USB","27","URB_INTERRUPT in"
"5799","97.322954","1.5.1","host","USB","35","URB_INTERRUPT in"
"5800","97.322994","host","1.5.1","USB","27","URB_INTERRUPT in"
"5801","97.418927","1.5.1","host","USB","35","URB_INTERRUPT in"
"5802","97.418968","host","1.5.1","USB","27","URB_INTERRUPT in"
"5803","97.514882","1.5.1","host","USB","35","URB_INTERRUPT in"
"5804","97.514929","host","1.5.1","USB","27","URB_INTERRUPT in"
"5805","97.562864","1.5.1","host","USB","35","URB_INTERRUPT in"
"5806","97.562922","host","1.5.1","USB","27","URB_INTERRUPT in"
"5807","97.626933","1.5.1","host","USB","35","URB_INTERRUPT in"
"5808","97.626973","host","1.5.1","USB","27","URB_INTERRUPT in"
"5809","97.714835","1.5.1","host","USB","35","URB_INTERRUPT in"
"5810","97.714876","host","1.5.1","USB","27","URB_INTERRUPT in"
"5811","97.826889","1.5.1","host","USB","35","URB_INTERRUPT in"
"5812","97.826930","host","1.5.1","USB","27","URB_INTERRUPT in"
"5813","97.858936","1.5.1","host","USB","35","URB_INTERRUPT in"
"5814","97.858977","host","1.5.1","USB","27","URB_INTERRUPT in"
"5815","97.962847","1.5.1","host","USB","35","URB_INTERRUPT in"
"5816","97.962921","host","1.5.1","USB","27","URB_INTERRUPT in"
"5817","98.090922","1.5.1","host","USB","35","URB_INTERRUPT in"
"5818","98.090964","host","1.5.1","USB","27","URB_INTERRUPT in"
"5819","98.178837","1.5.1","host","USB","35","URB_INTERRUPT in"
"5820","98.178880","host","1.5.1","USB","27","URB_INTERRUPT in"
"5821","98.202936","1.5.1","host","USB","35","URB_INTERRUPT in"
"5822","98.202977","host","1.5.1","USB","27","URB_INTERRUPT in"
"5823","98.290905","1.5.1","host","USB","35","URB_INTERRUPT in"
"5824","98.290974","host","1.5.1","USB","27","URB_INTERRUPT in"
"5825","98.394933","1.5.1","host","USB","35","URB_INTERRUPT in"
"5826","98.394976","host","1.5.1","USB","27","URB_INTERRUPT in"
"5827","98.506933","1.5.1","host","USB","35","URB_INTERRUPT in"
"5828","98.506974","host","1.5.1","USB","27","URB_INTERRUPT in"
"5829","98.618865","1.5.1","host","USB","35","URB_INTERRUPT in"
"5830","98.618907","host","1.5.1","USB","27","URB_INTERRUPT in"
"5831","98.690936","1.5.1","host","USB","35","URB_INTERRUPT in"
"5832","98.690976","host","1.5.1","USB","27","URB_INTERRUPT in"
"5833","98.714927","1.5.1","host","USB","35","URB_INTERRUPT in"
"5834","98.714969","host","1.5.1","USB","27","URB_INTERRUPT in"
"5835","98.786932","1.5.1","host","USB","35","URB_INTERRUPT in"
"5836","98.786974","host","1.5.1","USB","27","URB_INTERRUPT in"
"5837","98.834934","1.5.1","host","USB","35","URB_INTERRUPT in"
"5838","98.834975","host","1.5.1","USB","27","URB_INTERRUPT in"
"5839","98.866922","1.5.1","host","USB","35","URB_INTERRUPT in"
"5840","98.866965","host","1.5.1","USB","27","URB_INTERRUPT in"
"5841","98.930904","1.5.1","host","USB","35","URB_INTERRUPT in"
"5842","98.930978","host","1.5.1","USB","27","URB_INTERRUPT in"
"5843","98.978936","1.5.1","host","USB","35","URB_INTERRUPT in"
"5844","98.978977","host","1.5.1","USB","27","URB_INTERRUPT in"
"5845","99.058938","1.5.1","host","USB","35","URB_INTERRUPT in"
"5846","99.058977","host","1.5.1","USB","27","URB_INTERRUPT in"
"5847","99.170876","1.5.1","host","USB","35","URB_INTERRUPT in"
"5848","99.170917","host","1.5.1","USB","27","URB_INTERRUPT in"
"5849","99.202863","1.5.1","host","USB","35","URB_INTERRUPT in"
"5850","99.202904","host","1.5.1","USB","27","URB_INTERRUPT in"
"5851","99.234864","1.5.1","host","USB","35","URB_INTERRUPT in"
"5852","99.234903","host","1.5.1","USB","27","URB_INTERRUPT in"
"5853","99.266835","1.5.1","host","USB","35","URB_INTERRUPT in"
"5854","99.266877","host","1.5.1","USB","27","URB_INTERRUPT in"
"5855","99.354873","1.5.1","host","USB","35","URB_INTERRUPT in"
"5856","99.354913","host","1.5.1","USB","27","URB_INTERRUPT in"
"5857","99.370936","1.5.1","host","USB","35","URB_INTERRUPT in"
"5858","99.370978","host","1.5.1","USB","27","URB_INTERRUPT in"
"5859","99.482933","1.5.1","host","USB","35","URB_INTERRUPT in"
"5860","99.482975","host","1.5.1","USB","27","URB_INTERRUPT in"
"5861","99.586836","1.5.1","host","USB","35","URB_INTERRUPT in"
"5862","99.586881","host","1.5.1","USB","27","URB_INTERRUPT in"
"5863","100.842940","1.5.1","host","USB","35","URB_INTERRUPT in"
"5864","100.842980","host","1.5.1","USB","27","URB_INTERRUPT in"
"5865","100.954938","1.5.1","host","USB","35","URB_INTERRUPT in"
"5866","100.954980","host","1.5.1","USB","27","URB_INTERRUPT in"
"5867","101.050916","1.5.1","host","USB","35","URB_INTERRUPT in"
"5868","101.050955","host","1.5.1","USB","27","URB_INTERRUPT in"
"5869","101.082852","1.5.1","host","USB","35","URB_INTERRUPT in"
"5870","101.082893","host","1.5.1","USB","27","URB_INTERRUPT in"
"5871","101.154866","1.5.1","host","USB","35","URB_INTERRUPT in"
"5872","101.154921","host","1.5.1","USB","27","URB_INTERRUPT in"
"5873","101.178938","1.5.1","host","USB","35","URB_INTERRUPT in"
"5874","101.178980","host","1.5.1","USB","27","URB_INTERRUPT in"
"5875","101.242896","1.5.1","host","USB","35","URB_INTERRUPT in"
"5876","101.242935","host","1.5.1","USB","27","URB_INTERRUPT in"
"5877","101.330865","1.5.1","host","USB","35","URB_INTERRUPT in"
"5878","101.330943","host","1.5.1","USB","27","URB_INTERRUPT in"
"5879","101.346863","1.5.1","host","USB","35","URB_INTERRUPT in"
"5880","101.346906","host","1.5.1","USB","27","URB_INTERRUPT in"
"5881","101.402937","1.5.1","host","USB","35","URB_INTERRUPT in"
"5882","101.402978","host","1.5.1","USB","27","URB_INTERRUPT in"
"5883","101.474936","1.5.1","host","USB","35","URB_INTERRUPT in"
"5884","101.474977","host","1.5.1","USB","27","URB_INTERRUPT in"
"5885","101.578933","1.5.1","host","USB","35","URB_INTERRUPT in"
"5886","101.578975","host","1.5.1","USB","27","URB_INTERRUPT in"
"5887","101.594937","1.5.1","host","USB","35","URB_INTERRUPT in"
"5888","101.594976","host","1.5.1","USB","27","URB_INTERRUPT in"
"5889","101.674846","1.5.1","host","USB","35","URB_INTERRUPT in"
"5890","101.674935","host","1.5.1","USB","27","URB_INTERRUPT in"
"5891","101.746937","1.5.1","host","USB","35","URB_INTERRUPT in"
"5892","101.746978","host","1.5.1","USB","27","URB_INTERRUPT in"
"5893","101.834838","1.5.1","host","USB","35","URB_INTERRUPT in"
"5894","101.834882","host","1.5.1","USB","27","URB_INTERRUPT in"
"5895","101.882937","1.5.1","host","USB","35","URB_INTERRUPT in"
"5896","101.882978","host","1.5.1","USB","27","URB_INTERRUPT in"
"5897","101.938887","1.5.1","host","USB","35","URB_INTERRUPT in"
"5898","101.938928","host","1.5.1","USB","27","URB_INTERRUPT in"
"5899","101.986936","1.5.1","host","USB","35","URB_INTERRUPT in"
"5900","101.986975","host","1.5.1","USB","27","URB_INTERRUPT in"
"5901","102.042937","1.5.1","host","USB","35","URB_INTERRUPT in"
"5902","102.042978","host","1.5.1","USB","27","URB_INTERRUPT in"
"5903","102.082908","1.5.1","host","USB","35","URB_INTERRUPT in"
"5904","102.082977","host","1.5.1","USB","27","URB_INTERRUPT in"
"5905","102.106839","1.5.1","host","USB","35","URB_INTERRUPT in"
"5906","102.106890","host","1.5.1","USB","27","URB_INTERRUPT in"
"5907","102.138935","1.5.1","host","USB","35","URB_INTERRUPT in"
"5908","102.138978","host","1.5.1","USB","27","URB_INTERRUPT in"
"5909","102.202932","1.5.1","host","USB","35","URB_INTERRUPT in"
"5910","102.202973","host","1.5.1","USB","27","URB_INTERRUPT in"
"5911","102.290936","1.5.1","host","USB","35","URB_INTERRUPT in"
"5912","102.290976","host","1.5.1","USB","27","URB_INTERRUPT in"
"5913","102.354837","1.5.1","host","USB","35","URB_INTERRUPT in"
"5914","102.354892","host","1.5.1","USB","27","URB_INTERRUPT in"
"5915","102.418937","1.5.1","host","USB","35","URB_INTERRUPT in"
"5916","102.418979","host","1.5.1","USB","27","URB_INTERRUPT in"
"5917","102.474934","1.5.1","host","USB","35","URB_INTERRUPT in"
"5918","102.474976","host","1.5.1","USB","27","URB_INTERRUPT in"
"5919","102.530934","1.5.1","host","USB","35","URB_INTERRUPT in"
"5920","102.530975","host","1.5.1","USB","27","URB_INTERRUPT in"
"5921","102.586930","1.5.1","host","USB","35","URB_INTERRUPT in"
"5922","102.586971","host","1.5.1","USB","27","URB_INTERRUPT in"
"5923","102.618838","1.5.1","host","USB","35","URB_INTERRUPT in"
"5924","102.618889","host","1.5.1","USB","27","URB_INTERRUPT in"
"5925","102.706936","1.5.1","host","USB","35","URB_INTERRUPT in"
"5926","102.706976","host","1.5.1","USB","27","URB_INTERRUPT in"
"5927","102.794858","1.5.1","host","USB","35","URB_INTERRUPT in"
"5928","102.795027","host","1.5.1","USB","27","URB_INTERRUPT in"
"5929","102.882838","1.5.1","host","USB","35","URB_INTERRUPT in"
"5930","102.882904","host","1.5.1","USB","27","URB_INTERRUPT in"
"5931","102.970837","1.5.1","host","USB","35","URB_INTERRUPT in"
"5932","102.970883","host","1.5.1","USB","27","URB_INTERRUPT in"
"5933","102.986936","1.5.1","host","USB","35","URB_INTERRUPT in"
"5934","102.986980","host","1.5.1","USB","27","URB_INTERRUPT in"
"5935","103.042842","1.5.1","host","USB","35","URB_INTERRUPT in"
"5936","103.042882","host","1.5.1","USB","27","URB_INTERRUPT in"
"5937","103.162938","1.5.1","host","USB","35","URB_INTERRUPT in"
"5938","103.162978","host","1.5.1","USB","27","URB_INTERRUPT in"
"5939","103.442953","1.5.1","host","USB","35","URB_INTERRUPT in"
"5940","103.443000","host","1.5.1","USB","27","URB_INTERRUPT in"
"5941","103.538865","1.5.1","host","USB","35","URB_INTERRUPT in"
"5942","103.538945","host","1.5.1","USB","27","URB_INTERRUPT in"
"5943","103.626841","1.5.1","host","USB","35","URB_INTERRUPT in"
"5944","103.626895","host","1.5.1","USB","27","URB_INTERRUPT in"
"5945","103.666885","1.5.1","host","USB","35","URB_INTERRUPT in"
"5946","103.666926","host","1.5.1","USB","27","URB_INTERRUPT in"
"5947","103.762935","1.5.1","host","USB","35","URB_INTERRUPT in"
"5948","103.762978","host","1.5.1","USB","27","URB_INTERRUPT in"
"5949","103.818845","1.5.1","host","USB","35","URB_INTERRUPT in"
"5950","103.818917","host","1.5.1","USB","27","URB_INTERRUPT in"
"5951","103.858862","1.5.1","host","USB","35","URB_INTERRUPT in"
"5952","103.858906","host","1.5.1","USB","27","URB_INTERRUPT in"
"5953","103.914933","1.5.1","host","USB","35","URB_INTERRUPT in"
"5954","103.914976","host","1.5.1","USB","27","URB_INTERRUPT in"
"5955","104.058935","1.5.1","host","USB","35","URB_INTERRUPT in"
"5956","104.058975","host","1.5.1","USB","27","URB_INTERRUPT in"
"5957","104.522941","1.5.1","host","USB","35","URB_INTERRUPT in"
"5958","104.522981","host","1.5.1","USB","27","URB_INTERRUPT in"
"5959","104.626865","1.5.1","host","USB","35","URB_INTERRUPT in"
"5960","104.626910","host","1.5.1","USB","27","URB_INTERRUPT in"
"5961","104.642940","1.5.1","host","USB","35","URB_INTERRUPT in"
"5962","104.642980","host","1.5.1","USB","27","URB_INTERRUPT in"
"5963","104.770934","1.5.1","host","USB","35","URB_INTERRUPT in"
"5964","104.770975","host","1.5.1","USB","27","URB_INTERRUPT in"
"5965","104.954931","1.5.1","host","USB","35","URB_INTERRUPT in"
"5966","104.954973","host","1.5.1","USB","27","URB_INTERRUPT in"
"5967","105.106939","1.5.1","host","USB","35","URB_INTERRUPT in"
"5968","105.106979","host","1.5.1","USB","27","URB_INTERRUPT in"
"5969","107.738815","1.4.1","host","USB","31","URB_INTERRUPT in"
"5970","107.738852","host","1.4.1","USB","27","URB_INTERRUPT in"
"5971","107.746810","1.4.1","host","USB","31","URB_INTERRUPT in"
"5972","107.746833","host","1.4.1","USB","27","URB_INTERRUPT in"
"5973","107.754808","1.4.1","host","USB","31","URB_INTERRUPT in"
"5974","107.754828","host","1.4.1","USB","27","URB_INTERRUPT in"
"5975","107.762809","1.4.1","host","USB","31","URB_INTERRUPT in"
"5976","107.762827","host","1.4.1","USB","27","URB_INTERRUPT in"
"5977","107.770808","1.4.1","host","USB","31","URB_INTERRUPT in"
"5978","107.770827","host","1.4.1","USB","27","URB_INTERRUPT in"
"5979","107.778810","1.4.1","host","USB","31","URB_INTERRUPT in"
"5980","107.778832","host","1.4.1","USB","27","URB_INTERRUPT in"
"5981","107.786815","1.4.1","host","USB","31","URB_INTERRUPT in"
"5982","107.786849","host","1.4.1","USB","27","URB_INTERRUPT in"
"5983","107.794738","1.4.1","host","USB","31","URB_INTERRUPT in"
"5984","107.794759","host","1.4.1","USB","27","URB_INTERRUPT in"
"5985","107.802777","1.4.1","host","USB","31","URB_INTERRUPT in"
"5986","107.802840","host","1.4.1","USB","27","URB_INTERRUPT in"
"5987","107.810808","1.4.1","host","USB","31","URB_INTERRUPT in"
"5988","107.810829","host","1.4.1","USB","27","URB_INTERRUPT in"
"5989","107.818739","1.4.1","host","USB","31","URB_INTERRUPT in"
"5990","107.818816","host","1.4.1","USB","27","URB_INTERRUPT in"
"5991","107.826814","1.4.1","host","USB","31","URB_INTERRUPT in"
"5992","107.826835","host","1.4.1","USB","27","URB_INTERRUPT in"
"5993","107.834711","1.4.1","host","USB","31","URB_INTERRUPT in"
"5994","107.834751","host","1.4.1","USB","27","URB_INTERRUPT in"
"5995","107.842745","1.4.1","host","USB","31","URB_INTERRUPT in"
"5996","107.842766","host","1.4.1","USB","27","URB_INTERRUPT in"
"5997","107.850730","1.4.1","host","USB","31","URB_INTERRUPT in"
"5998","107.850880","host","1.4.1","USB","27","URB_INTERRUPT in"
"5999","107.858710","1.4.1","host","USB","31","URB_INTERRUPT in"
"6000","107.858730","host","1.4.1","USB","27","URB_INTERRUPT in"
"6001","107.866872","1.4.1","host","USB","31","URB_INTERRUPT in"
"6002","107.866958","host","1.4.1","USB","27","URB_INTERRUPT in"
"6003","107.874818","1.4.1","host","USB","31","URB_INTERRUPT in"
"6004","107.874850","host","1.4.1","USB","27","URB_INTERRUPT in"
"6005","107.882766","1.4.1","host","USB","31","URB_INTERRUPT in"
"6006","107.882974","host","1.4.1","USB","27","URB_INTERRUPT in"
"6007","107.890823","1.4.1","host","USB","31","URB_INTERRUPT in"
"6008","107.890845","host","1.4.1","USB","27","URB_INTERRUPT in"
"6009","107.898723","1.4.1","host","USB","31","URB_INTERRUPT in"
"6010","107.898888","host","1.4.1","USB","27","URB_INTERRUPT in"
"6011","107.906714","1.4.1","host","USB","31","URB_INTERRUPT in"
"6012","107.906735","host","1.4.1","USB","27","URB_INTERRUPT in"
"6013","107.914724","1.4.1","host","USB","31","URB_INTERRUPT in"
"6014","107.914774","host","1.4.1","USB","27","URB_INTERRUPT in"
"6015","107.922727","1.4.1","host","USB","31","URB_INTERRUPT in"
