"No.","Time","Source","Destination","Protocol","Length","Info"
"868","9.814843","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"869","9.824745","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"870","9.824868","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"871","9.834748","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"872","9.834862","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"873","9.844748","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"874","9.844868","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"875","9.854745","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"876","9.854856","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"877","9.864750","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"878","9.864903","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"879","9.874724","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"880","9.875493","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"881","9.884747","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"882","9.884882","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"883","9.894742","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"884","9.894855","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"885","9.904745","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"886","9.904860","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"887","9.914743","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"888","9.914845","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"889","9.924745","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"890","9.924852","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"891","9.934745","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"892","9.934859","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"893","9.944745","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"894","9.944846","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"895","9.954746","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"896","9.954861","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"897","9.964745","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"898","9.964846","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"899","9.974745","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"900","9.974853","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"901","9.984745","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"902","9.984851","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"903","9.994745","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"904","9.995475","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"905","10.004746","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"906","10.004856","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"907","10.014718","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"908","10.014874","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"909","10.024717","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"910","10.024860","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"911","10.034748","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"912","10.034919","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"913","10.044744","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"914","10.044933","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"915","10.054719","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"916","10.054901","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"917","10.064715","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"918","10.064859","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"919","10.074745","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"920","10.074923","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"921","10.084717","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"922","10.084888","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"923","10.094711","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"924","10.094844","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"925","10.104746","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"926","10.104911","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"927","10.114747","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"928","10.115479","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"929","10.124746","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"930","10.124860","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"931","10.134745","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"932","10.134880","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"933","10.144750","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"934","10.144877","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"935","10.154751","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"936","10.154906","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"937","10.164752","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"938","10.164893","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"939","10.174749","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"940","10.174889","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"941","10.184753","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"942","10.184893","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"943","10.194751","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"944","10.194885","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"945","10.204751","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"946","10.204900","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"947","10.214744","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"948","10.214872","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"949","10.224753","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"950","10.224940","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"951","10.234752","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"952","10.235489","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"953","10.244750","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"954","10.244882","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"955","10.254754","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"956","10.254901","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"957","10.264752","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"958","10.264880","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"959","10.274748","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"960","10.274882","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"961","10.284752","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"962","10.284900","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"963","10.294750","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"964","10.294892","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"965","10.304754","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"966","10.304913","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"967","10.314750","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"968","10.314883","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"969","10.324728","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"970","10.324890","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"971","10.334725","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"972","10.334850","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"973","10.344750","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"974","10.344887","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"975","10.354755","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"976","10.355486","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"977","10.364751","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"978","10.364895","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"979","10.374755","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"980","10.374869","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"981","10.384750","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"982","10.384897","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"983","10.394749","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"984","10.394892","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"985","10.404756","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"986","10.404925","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"987","10.414752","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"988","10.414881","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"989","10.424752","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"990","10.424908","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"991","10.434752","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"992","10.434909","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"993","10.444748","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"994","10.444845","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"995","10.454752","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"996","10.454853","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"997","10.464749","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"998","10.464889","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"999","10.474754","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1000","10.475506","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1001","10.484725","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1002","10.484917","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1003","10.494754","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1004","10.494909","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1005","10.504725","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1006","10.504869","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1007","10.514726","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1008","10.514911","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1009","10.524726","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1010","10.524894","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1011","10.534723","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1012","10.534918","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1013","10.544736","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1014","10.544946","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1015","10.554719","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1016","10.554828","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1017","10.564722","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1018","10.564867","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1019","10.574723","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1020","10.574832","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1021","10.584720","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1022","10.584866","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1023","10.594722","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1024","10.595493","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1025","10.604723","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1026","10.604870","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1027","10.614722","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1028","10.614884","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1029","10.624719","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1030","10.624863","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1031","10.634719","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1032","10.634880","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1033","10.644752","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1034","10.644923","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1035","10.654750","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1036","10.654904","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1037","10.664751","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1038","10.664910","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1039","10.674751","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1040","10.674901","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1041","10.684752","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1042","10.684907","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1043","10.694750","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1044","10.694889","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1045","10.704751","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1046","10.704910","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1047","10.714747","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1048","10.715501","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1049","10.724750","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1050","10.724871","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1051","10.734796","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1052","10.735306","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1053","10.744751","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1054","10.744890","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1055","10.754750","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1056","10.754894","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1057","10.764749","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1058","10.764890","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1059","10.774749","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1060","10.774855","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1061","10.784753","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1062","10.784916","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1063","10.794755","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1064","10.794895","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1065","10.804751","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1066","10.804900","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1067","10.814748","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1068","10.814877","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1069","10.824754","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1070","10.824914","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1071","10.834722","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1072","10.835489","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1073","10.844724","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1074","10.844852","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1075","10.854748","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1076","10.854888","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1077","10.864753","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1078","10.864913","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1079","10.874753","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1080","10.874902","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1081","10.884754","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1082","10.884922","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1083","10.894724","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1084","10.894887","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1085","10.904724","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1086","10.904869","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1087","10.914749","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1088","10.914865","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1089","10.924720","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1090","10.924872","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1091","10.934728","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1092","10.934903","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1093","10.944722","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1094","10.944871","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1095","10.954751","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1096","10.955484","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1097","10.964745","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1098","10.964885","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1099","10.974724","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1100","10.974851","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1101","10.984719","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1102","10.984861","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1103","10.994745","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1104","10.994844","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1105","11.004749","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1106","11.004884","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1107","11.014725","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1108","11.014913","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1109","11.024741","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1110","11.024830","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1111","11.034744","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1112","11.034852","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1113","11.044747","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1114","11.044852","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1115","11.054724","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1116","11.054835","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1117","11.064755","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1118","11.064930","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1119","11.074750","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1120","11.075529","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1121","11.084750","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1122","11.084895","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1123","11.094747","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1124","11.094855","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1125","11.104752","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1126","11.104896","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1127","11.114724","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1128","11.114899","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1129","11.124724","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1130","11.124839","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1131","11.134733","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1132","11.134881","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1133","11.144754","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1134","11.144920","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1135","11.154757","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1136","11.154917","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1137","11.164749","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1138","11.164898","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1139","11.174726","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1140","11.174904","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1141","11.184723","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1142","11.184847","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1143","11.194751","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1144","11.195489","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1145","11.204751","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1146","11.204869","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1147","11.214751","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1148","11.214876","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1149","11.224755","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1150","11.224904","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1151","11.234750","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1152","11.234860","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1153","11.244722","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1154","11.244833","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1155","11.254749","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1156","11.254875","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1157","11.264754","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1158","11.264882","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1159","11.274736","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1160","11.274957","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1161","11.284759","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1162","11.284940","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1163","11.294728","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1164","11.294929","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1165","11.304761","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1166","11.304936","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1167","11.314750","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1168","11.315493","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1169","11.324747","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1170","11.324892","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1171","11.334721","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1172","11.334879","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1173","11.344723","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1174","11.344876","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1175","11.354751","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1176","11.354903","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1177","11.364734","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1178","11.364929","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1179","11.374732","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1180","11.374949","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1181","11.384728","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1182","11.384938","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1183","11.394754","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1184","11.394950","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1185","11.404751","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1186","11.404913","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1187","11.414722","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1188","11.414898","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1189","11.424756","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1190","11.424970","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1191","11.434734","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1192","11.435516","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1193","11.444753","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1194","11.444889","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1195","11.454760","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1196","11.454925","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1197","11.464728","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1198","11.464894","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1199","11.474720","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1200","11.474860","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1201","11.484716","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1202","11.484805","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1203","11.494716","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1204","11.494828","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1205","11.504818","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1206","11.504939","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1207","11.514813","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1208","11.514931","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1209","11.524787","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1210","11.524887","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1211","11.534739","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1212","11.534836","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1213","11.544818","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1214","11.544920","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1215","11.554814","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1216","11.555477","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1217","11.564816","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1218","11.564912","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1219","11.574817","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1220","11.574940","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1221","11.584747","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1222","11.584851","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1223","11.594864","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1224","11.594951","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1225","11.604747","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1226","11.604861","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1227","11.614818","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1228","11.614996","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1229","11.624832","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1230","11.624933","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1231","11.634750","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
"1232","11.634938","host","1.2.1","USB","2079","URB_ISOCHRONOUS out"
"1233","11.644738","1.2.1","host","USB","159","URB_ISOCHRONOUS out"
